Wall time,Step,Value
1719941394.4847126,1721,1.2452448606491089
1719941427.5713334,1725,0.8769735097885132
1719941469.0714765,1730,1.0527275800704956
1719941502.6041734,1734,0.972358226776123
1719941611.9409165,1747,0.955989420413971
1719941637.440061,1750,1.0206624269485474
1719941687.4155447,1756,0.9138913750648499
1719941696.056246,1757,1.025163173675537
1719941704.694798,1758,1.0089854001998901
1719941990.2165596,1792,0.7823150157928467
1719942038.8789635,1798,0.7267175316810608
1719942443.1785483,1805,1.175317645072937
1719942491.7582183,1811,0.990858256816864
1719942523.6431823,1815,1.2067805528640747
1719942540.530091,1817,0.8642785549163818
1719942559.2915251,1819,1.0504432916641235
1719942611.1326792,1825,0.8744325041770935
1719942636.636231,1828,0.7302814722061157
1719942653.2496326,1830,1.1320246458053589
1719942678.682678,1833,1.0282337665557861
1719942704.0769453,1836,1.2189964056015015
1719942807.0464966,1848,1.2311275005340576
1719942824.9641523,1850,1.0093170404434204
1719942926.7940958,1862,0.9707411527633667
1719942934.5699766,1863,1.032599687576294
1719942942.6989198,1864,0.9963619709014893
1719943062.9723399,1878,1.1910412311553955
1719943098.37521,1882,1.086533546447754
1719943131.8033602,1886,1.2012377977371216
1719943165.7665572,1890,0.9555944204330444
1719943198.6173537,1894,0.9287360906600952
1719943231.8437436,1898,0.8695710301399231
1719943300.8418436,1906,0.9419364929199219
1719943317.8172438,1908,0.9457647204399109
1719943343.348289,1911,1.038367509841919
1719943366.6030161,1914,0.8196331262588501
1719943390.9840457,1917,1.2197849750518799
1719943431.931799,1922,1.1421095132827759
1719943592.365221,1941,1.0912549495697021
1719943692.7354047,1953,0.9569121599197388
1719943701.0695598,1954,0.9799036383628845
1719943725.8286254,1957,1.1919177770614624
1719943734.00783,1958,1.0911792516708374
1719943752.4017353,1960,1.2715919017791748
1719943769.878722,1962,0.9388799667358398
1719943805.4807394,1966,0.942552924156189
1719943839.6632552,1970,1.0183343887329102
1719943880.9411676,1975,1.2542403936386108
1719943897.213709,1977,1.1017112731933594
1719943953.8973892,1984,1.0899558067321777
1719944022.848365,1992,0.9992374777793884
1719944058.0889463,1996,0.8427214026451111
1719944117.0105612,2003,1.0171923637390137
1719944125.5970483,2004,0.7854552865028381
1719944253.9728618,2019,0.899668276309967
1719944279.8990529,2022,1.0205078125
1719944305.2552552,2025,1.605068325996399
1719944313.4294307,2026,1.11176598072052
1719944347.5414352,2030,0.9724876284599304
1719944364.8797565,2032,0.920473575592041
1719944407.1033938,2037,1.0401345491409302
1719944484.41921,2046,1.007865071296692
1719944519.957116,2050,0.9160211682319641
1719944537.3050177,2052,0.8678486943244934
1719944553.8363836,2054,1.018857479095459
1719944587.9592931,2058,1.0709056854248047
1719944671.121583,2068,0.9691277146339417
1719944687.5113373,2070,1.0277032852172852
1719944705.7006087,2072,1.083263635635376
1719944714.850373,2073,1.0447731018066406
1719944749.7588923,2077,1.039533257484436
1719944775.5795357,2080,0.7546091675758362
1719944841.278398,2088,0.8575358986854553
1719944874.1779802,2092,1.0663137435913086
1719944994.7174075,2106,1.1379064321517944
1719945029.8842885,2110,1.0859941244125366
1719945045.8975828,2112,1.0555068254470825
1719945087.8940496,2117,1.126807451248169
1719945095.692196,2118,0.9298202991485596
1719945112.2208927,2120,1.0361584424972534
1719945136.2183337,2123,1.2975165843963623
1719945152.264287,2125,1.0928136110305786
1719945168.9494648,2127,1.0333888530731201
1719945177.29834,2128,0.8594171404838562
1719945239.373507,2135,0.8474288582801819
1719945265.3765714,2138,0.8659944534301758
1719945307.451576,2143,1.0000615119934082
1719945466.58023,2162,0.9793563485145569
1719945550.4274554,2172,0.9900489449501038
1719945600.5079687,2178,1.0129979848861694
1719945649.9246795,2184,0.9943893551826477
1719945677.3333282,2187,1.0328775644302368
1719945686.2612846,2188,0.7463054656982422
1719945694.8140287,2189,0.9097521305084229
1719945787.7762978,2200,0.8221867680549622
1719945796.065935,2201,0.8618567585945129
1719945812.318474,2203,1.000858187675476
1719945920.6705132,2216,0.895105242729187
1719946007.3682888,2226,1.004325270652771
1719946082.9244354,2235,0.8229532837867737
1719946227.7755063,2252,0.9108928442001343
1719946376.085232,2270,0.8017637729644775
1719946384.9117348,2271,0.8233813047409058
1719946402.7333894,2273,1.0572092533111572
1719946470.3230667,2281,0.7865887880325317
1719946486.4879284,2283,1.0928595066070557
1719946520.3832357,2287,0.9481000304222107
1719946600.4534092,2297,0.7923312187194824
1719946669.4231234,2305,1.03091561794281
1719946678.229642,2306,0.9794814586639404
1719946771.6220002,2317,0.8842352032661438
1719946837.5812502,2325,0.7704588174819946
1719946890.2008436,2331,1.0039838552474976
1719946899.0590122,2332,0.9060629606246948
1719946916.5299804,2334,0.8401193022727966
1719946934.858512,2336,0.8078784346580505
1719946977.2564766,2341,1.015194058418274
1719947190.9904943,2366,0.9366579055786133
1719947199.0606186,2367,0.8144719004631042
1719947281.8656301,2377,0.8336716890335083
1719947297.434062,2379,0.8310182690620422
1719947329.6021361,2383,0.9134746193885803
1719947338.2318327,2384,0.7548889517784119
1719947454.6595519,2398,0.6239712834358215
1719947846.1318529,2404,0.9072974324226379
1719947889.4284863,2409,0.9754963517189026
1719947906.0440984,2411,0.9167073369026184
1719947922.4129813,2413,0.9323611259460449
1719947938.9198034,2415,1.059609055519104
1719948045.98416,2428,0.6618735790252686
1719948082.4490614,2432,0.9542157053947449
1719948100.5105822,2434,0.8734817504882812
1719948126.9406812,2437,0.8524309396743774
1719948201.6895838,2446,0.8705145120620728
1719948210.0425572,2447,0.956724226474762
1719948290.7789965,2457,0.8002467751502991
1719948308.7786002,2459,0.8798211216926575
1719948411.7063231,2471,0.9891487956047058
1719948420.0295992,2472,1.3867318630218506
1719948428.4164765,2473,1.0722426176071167
1719948463.0458145,2477,1.0134550333023071
1719948495.8955777,2481,0.8557470440864563
1719948546.58673,2487,1.1980280876159668
1719948693.7476788,2504,0.851710319519043
1719948717.7541673,2507,1.0339272022247314
1719948741.3025799,2510,0.7297614216804504
1719948748.8685787,2511,0.9446231722831726
1719948818.0955708,2519,0.9997652173042297
1719948870.5040333,2525,1.0229146480560303
1719948920.7364454,2531,1.147643804550171
1719948961.7504811,2536,0.8819472193717957
1719949122.5425856,2555,0.8534555435180664
1719949156.5447862,2559,0.9146361947059631
1719949172.6817505,2561,1.0062012672424316
1719949214.1529098,2566,0.8692429065704346
1719949255.7914438,2571,0.9925196766853333
1719949368.207747,2584,0.9867386221885681
1719949426.098081,2591,0.9081591367721558
1719949554.8409564,2606,0.794731616973877
1719949656.3653402,2618,0.8709938526153564
1719949680.7281437,2621,1.1905244588851929
1719949728.4893591,2627,0.8960986137390137
1719949800.324388,2635,0.841842532157898
1719949809.332235,2636,0.9360278844833374
1719949817.3959925,2637,0.9125152230262756
1719949826.1949015,2638,0.9926573634147644
1719949900.8839276,2647,1.0837056636810303
1719950098.8364403,2670,0.9373151659965515
1719950107.946799,2671,0.9826982021331787
1719950116.1148744,2672,0.9493229985237122
1719950175.036914,2679,0.7581228613853455
1719950271.4661865,2690,0.8547805547714233
1719950289.566124,2692,0.9614725708961487
1719950391.24691,2704,1.031356930732727
1719950399.6350987,2705,1.083805799484253
1719950424.1653428,2708,1.0746890306472778
1719950440.2522001,2710,0.996562123298645
1719950448.0246987,2711,0.8908944725990295
1719950466.0399673,2713,1.0825852155685425
1719950626.7380652,2732,0.788611650466919
1719950692.324738,2740,0.8605126142501831
1719950793.3358305,2752,0.8203228116035461
1719950801.564377,2753,0.8213583827018738
1719950867.1214492,2761,0.9079670310020447
1719950875.557077,2762,0.9026602506637573
1719950924.0175984,2768,0.919015109539032
1719950950.278852,2771,1.0242842435836792
1719951003.3778741,2777,0.9466337561607361
1719951020.1809309,2779,0.8476995229721069
1719951036.8062267,2781,0.7068907618522644
1719951178.877585,2798,1.0332434177398682
1719951196.9775887,2800,0.7891578078269958
1719951206.3126192,2801,0.8206639885902405
1719951215.2946637,2802,0.8483142256736755
1719951309.0522466,2813,1.217063069343567
1719951391.5310092,2823,1.024035930633545
1719951461.3582172,2831,0.7775161862373352
1719951602.8893476,2848,1.0706825256347656
1719951660.647498,2855,0.734404444694519
1719951670.4388304,2856,0.8917377591133118
1719951696.0442233,2859,0.8166928887367249
1719951831.9795475,2875,0.907839834690094
1719951864.738633,2879,0.9158729910850525
1719951908.1985707,2884,0.6671926379203796
1719951926.7595048,2886,0.7222486734390259
1719951944.586252,2888,0.8937404155731201
1719951961.2576842,2890,0.9911898970603943
1719951978.7559416,2892,0.9847810864448547
1719952011.5686996,2896,1.0890089273452759
1719952019.893194,2897,0.6796171069145203
1719952109.9459102,2908,0.8373833894729614
1719952134.0597289,2911,0.9063608646392822
1719952205.3367343,2919,0.8039647340774536
1719952230.4642673,2922,1.0318487882614136
1719952238.6641097,2923,0.842769205570221
1719952304.6416128,2931,0.9322932362556458
1719952433.764557,2946,0.7002508044242859
1719952451.3622441,2948,0.8275057077407837
1719952469.1537683,2950,0.7830381393432617
1719952485.641075,2952,0.8200478553771973
1719952575.899592,2963,0.8214693069458008
1719952607.5936234,2967,0.7364474534988403
1719952721.6014278,2980,0.8559444546699524
1719953256.2110326,3003,0.6967076659202576
1719953381.6891418,3018,0.7311170697212219
1719953390.6401522,3019,0.8070193529129028
1719953442.3842413,3025,0.6637782454490662
1719953450.7319114,3026,0.8454325795173645
1719953467.3284829,3028,0.5663968324661255
1719953492.4707284,3031,0.8233737349510193
1719953533.7007565,3036,1.0357372760772705
1719953566.7706718,3040,0.8037288188934326
1719953584.5622563,3042,0.7903085350990295
1719953721.9573455,3058,0.8112784028053284
1719953811.9000306,3069,1.0531573295593262
1719953874.8924701,3076,0.8512981534004211
1719953883.3792443,3077,0.9043605923652649
1719953941.5021045,3084,0.9087008237838745
1719953966.945794,3087,1.1683648824691772
1719954168.1061223,3111,0.8658921718597412
1719954192.9199347,3114,0.6492916345596313
1719954249.2700214,3121,0.8573089241981506
1719954272.722542,3124,0.905484139919281
1719954280.555857,3125,0.9200673699378967
1719954297.0871599,3127,0.8944656252861023
1719954304.94722,3128,0.6850319504737854
1719954365.4141319,3135,0.6506244540214539
1719954474.9334247,3148,0.9488881826400757
1719954514.2654204,3153,0.7649723291397095
1719954592.7218113,3162,0.7437199950218201
1719954608.8608289,3164,0.7224586606025696
1719954625.830079,3166,0.8409994840621948
1719954684.0453663,3173,0.8366998434066772
1719954790.948955,3186,0.8009741306304932
1719954808.5488331,3188,0.769315242767334
1719954860.7958899,3194,0.8199626803398132
1719954925.8157165,3202,0.8851949572563171
1719954973.0278583,3208,0.9195254445075989
1719954980.9661255,3209,1.1337614059448242
1719955021.5157094,3214,0.8656149506568909
1719955065.4557347,3219,0.7420893907546997
1719955125.5389032,3226,0.8806241154670715
1719955226.9826453,3238,0.8994972705841064
1719955261.6137831,3242,0.9521945714950562
1719955373.1443255,3255,0.7628901600837708
1719955389.8537521,3257,0.7847824692726135
1719955406.7818787,3259,0.9066475033760071
1719955431.436961,3262,0.6818538904190063
1719955471.4911838,3267,1.001562237739563
1719955614.435883,3284,0.7115204930305481
1719955655.6420424,3289,0.8239660263061523
1719955807.3423793,3307,0.9500654339790344
1719955840.4922042,3311,0.8416984677314758
1719955864.8348472,3314,0.9569857716560364
1719955907.0700696,3319,0.858361005783081
1719955964.9766622,3326,0.687109112739563
1719956000.311977,3330,0.9599164724349976
1719956017.4113052,3332,0.7135674953460693
1719956070.170813,3338,0.737318754196167
1719956078.278904,3339,0.5991817712783813
1719956129.0450513,3345,0.8594992756843567
1719956186.7188177,3352,0.7340177893638611
1719956238.5284116,3358,0.804918646812439
1719956264.282776,3361,0.8887611627578735
1719956315.9050736,3367,0.766959011554718
1719956406.70811,3378,0.817876398563385
1719956422.7075148,3380,0.787178099155426
1719956509.7456343,3390,0.6316056251525879
1719956535.4384902,3393,1.005885362625122
1719956552.601087,3395,0.980006217956543
1719956593.8285975,3400,0.7458611130714417
1719956728.4525394,3416,0.7402405142784119
1719956745.916082,3418,0.6439404487609863
1719956797.2802982,3424,0.9747534394264221
1719956830.0137298,3428,0.8154069781303406
1719956846.502759,3430,0.8450363874435425
1719956967.1193123,3444,0.7197075486183167
1719957070.5296245,3456,0.8199107050895691
1719957112.20654,3461,0.7251440286636353
1719957213.423341,3473,0.9200478792190552
1719957221.842491,3474,0.9264237284660339
1719957272.7658672,3480,0.7540614008903503
1719957280.795852,3481,0.6466873288154602
1719957395.2898247,3495,1.377074122428894
1719957429.935839,3499,0.791129469871521
1719957447.234663,3501,0.6972822546958923
1719957464.5708897,3503,1.0852068662643433
1719957490.0642285,3506,0.8181936144828796
1719957514.7582874,3509,0.5628197193145752
1719957653.9853816,3526,0.7559709548950195
1719957749.468857,3537,0.7429724931716919
1719957757.5470524,3538,0.7988579273223877
1719957809.1766994,3544,0.8800269365310669
1719957865.7191086,3551,0.6408517360687256
1719958064.1758308,3575,0.7952426075935364
1719958111.6089108,3581,0.5845483541488647
1719958127.0771658,3583,0.7064510583877563
1719958645.944803,3604,0.7501587271690369
1719958670.9240105,3607,0.7621583938598633
1719958705.753733,3611,0.8054986000061035
1719958713.621444,3612,1.1125284433364868
1719958721.5977504,3613,0.790111780166626
1719958770.7091608,3619,0.7432228922843933
1719958794.7504292,3622,0.6950396299362183
1719958810.9423063,3624,0.6375138163566589
1719958885.9334698,3633,0.7370202541351318
1719958946.8216765,3640,0.7344366312026978
1719958988.177551,3645,0.5990827083587646
1719959054.235158,3653,0.7187855839729309
1719959086.0599377,3657,0.6912437677383423
1719959122.6101801,3661,0.5732702612876892
1719959233.2444298,3674,0.7575157880783081
1719959249.4497137,3676,0.7771095037460327
1719959273.078774,3679,0.8214455246925354
1719959373.435207,3691,0.7465265989303589
1719959407.6907556,3695,0.846492350101471
1719959449.7743661,3700,0.7751473188400269
1719959466.5615876,3702,1.0650966167449951
1719959549.4087865,3712,0.8074226975440979
1719959565.8143954,3714,0.6089470982551575
1719959583.1998568,3716,0.7298313975334167
1719959696.4135342,3729,0.8280777335166931
1719959830.0779688,3745,0.9685903191566467
1719959873.8730404,3750,0.6532409191131592
1719959933.611097,3757,0.9814859628677368
1719960146.6743834,3782,0.7496548891067505
1719960154.441857,3783,0.7331020832061768
1719960162.2224753,3784,0.8024095892906189
1719960220.1477199,3791,0.7431184649467468
1719960303.0271568,3801,0.8698340654373169
1719960372.596782,3809,1.085654616355896
1719960430.708559,3816,0.6057902574539185
1719960463.1090288,3820,0.5888729691505432
1719960556.1763067,3831,0.7811641693115234
1719960605.9418285,3837,0.795830488204956
1719960656.890327,3843,0.7561199069023132
1719960682.9619696,3846,0.9223307371139526
1719960810.072843,3861,0.6056848168373108
1719960844.9049752,3865,0.7870487570762634
1719960936.3964772,3876,0.8407672047615051
1719960976.652445,3881,0.8255438208580017
1719961017.50178,3886,0.7987814545631409
1719961053.334065,3890,0.7127746939659119
1719961062.025177,3891,0.9859163165092468
1719961154.8770537,3902,0.7136593461036682
1719961163.2777658,3903,0.7238867282867432
1719961252.8140042,3914,0.8850345611572266
1719961270.900015,3916,0.93461012840271
1719961279.8991473,3917,0.8889977931976318
1719961340.2674322,3924,0.9702765345573425
1719961365.2069783,3927,0.7331158518791199
1719961373.4485538,3928,0.699996829032898
1719961382.1112041,3929,0.6943570375442505
1719961433.1992893,3935,0.7002988457679749
1719961619.5673351,3957,0.6771421432495117
1719961763.9848952,3974,0.9858875274658203
1719961807.589657,3979,0.7225455641746521
1719961816.52409,3980,0.7117642164230347
1719961833.2949061,3982,0.617764413356781
1719961901.028178,3990,0.6091890335083008
1719962002.7198477,4002,0.7551987171173096
1719962393.172568,4048,0.9161050915718079
1719962510.6132753,4062,0.8403108716011047
1719962518.7332609,4063,0.8902758955955505
1719962610.490782,4074,0.8727367520332336
1719962618.836874,4075,0.7702891230583191
1719962635.7042494,4077,0.6644477248191833
1719962652.5055988,4079,0.8120426535606384
1719962676.632348,4082,0.7273026704788208
1719962684.392732,4083,0.9023422598838806
1719962702.057656,4085,0.725341796875
1719962894.8105538,4108,0.7198998332023621
1719962935.9715796,4113,0.6904892325401306
